Delivery day,Hour 1 Q1,Hour 1 Q2,Hour 1 Q3,Hour 1 Q4,Hour 2 Q1,Hour 2 Q2,Hour 2 Q3,Hour 2 Q4,Hour 3A Q1,Hour 3A Q2,Hour 3A Q3,Hour 3A Q4,Hour 3B Q1,Hour 3B Q2,Hour 3B Q3,Hour 3B Q4,Hour 4 Q1,Hour 4 Q2,Hour 4 Q3,Hour 4 Q4,Hour 5 Q1,Hour 5 Q2,Hour 5 Q3,Hour 5 Q4,Hour 6 Q1,Hour 6 Q2,Hour 6 Q3,Hour 6 Q4,Hour 7 Q1,Hour 7 Q2,Hour 7 Q3,Hour 7 Q4,Hour 8 Q1,Hour 8 Q2,Hour 8 Q3,Hour 8 Q4,Hour 9 Q1,Hour 9 Q2,Hour 9 Q3,Hour 9 Q4,Hour 10 Q1,Hour 10 Q2,Hour 10 Q3,Hour 10 Q4,Hour 11 Q1,Hour 11 Q2,Hour 11 Q3,Hour 11 Q4,Hour 12 Q1,Hour 12 Q2,Hour 12 Q3,Hour 12 Q4,Hour 13 Q1,Hour 13 Q2,Hour 13 Q3,Hour 13 Q4,Hour 14 Q1,Hour 14 Q2,Hour 14 Q3,Hour 14 Q4,Hour 15 Q1,Hour 15 Q2,Hour 15 Q3,Hour 15 Q4,Hour 16 Q1,Hour 16 Q2,Hour 16 Q3,Hour 16 Q4,Hour 17 Q1,Hour 17 Q2,Hour 17 Q3,Hour 17 Q4,Hour 18 Q1,Hour 18 Q2,Hour 18 Q3,Hour 18 Q4,Hour 19 Q1,Hour 19 Q2,Hour 19 Q3,Hour 19 Q4,Hour 20 Q1,Hour 20 Q2,Hour 20 Q3,Hour 20 Q4,Hour 21 Q1,Hour 21 Q2,Hour 21 Q3,Hour 21 Q4,Hour 22 Q1,Hour 22 Q2,Hour 22 Q3,Hour 22 Q4,Hour 23 Q1,Hour 23 Q2,Hour 23 Q3,Hour 23 Q4,Hour 24 Q1,Hour 24 Q2,Hour 24 Q3,Hour 24 Q4,Minimum,Maximum,Off-Peak,Baseload,Off-Peak 1,Peakload,Sun Peak,Off-Peak 2
01/01/2015,45.32,24.88,16.07,14.50,48.05,28.90,14.42,8.90,15.62,16.12,16.11,16.51,,,,,15.34,15.45,15.37,12.39,14.41,13.96,16.10,16.24,14.60,15.68,15.41,12.32,0.03,0.37,15.62,19.28,0.07,3.41,15.44,16.18,-1.02,4.64,15.61,24.68,3.66,8.56,16.53,20.91,12.37,14.62,16.11,16.71,12.80,16.52,21.74,23.58,28.76,21.35,15.55,12.95,27.06,16.69,14.50,4.50,19.22,16.73,15.60,12.31,16.75,16.50,16.68,19.53,16.15,17.57,34.96,47.86,15.39,18.32,36.72,48.75,20.90,24.48,19.92,18.72,44.98,31.94,19.30,16.13,28.20,18.74,16.04,2.93,19.48,16.16,12.33,-1.98,20.84,16.60,0.31,-6.85,20.35,8.85,-18.18,-49.43,-49.43,48.75,12.86,16.17,16.03,19.47,17.05,6.52
